qid,docid,docno,rank,score,query
Q1,1276,2045123636856602795,0,6.261734244770677,Hormuz strait Iran
Q1,1318,2045139846092444138,1,5.517473745307108,Hormuz strait Iran
Q1,1317,2045139466164019545,2,5.507769171926435,Hormuz strait Iran
Q1,1302,2045132305883111888,3,5.408526579751248,Hormuz strait Iran
Q1,1218,2044634246187213163,4,5.206307434470359,Hormuz strait Iran
Q1,1346,2045156544468095142,5,5.206307434470359,Hormuz strait Iran
Q1,1281,2045127280024773030,6,4.94133530481027,Hormuz strait Iran
Q1,1284,2045127767289659677,7,4.94133530481027,Hormuz strait Iran
Q1,1337,2045150431471362500,8,4.94133530481027,Hormuz strait Iran
Q1,2259,2048868969210429866,9,4.787403332675391,Hormuz strait Iran
Q1,1330,2045146116300370031,10,4.752672693914593,Hormuz strait Iran
Q1,1331,2045146324752888114,11,4.752672693914593,Hormuz strait Iran
Q1,1290,2045128858123350457,12,4.70598840408737,Hormuz strait Iran
Q1,1275,2045123605529543017,13,4.495114035907333,Hormuz strait Iran
Q1,1324,2045143388958171426,14,4.495114035907333,Hormuz strait Iran
Q1,1322,2045143117657952637,15,4.436991911058926,Hormuz strait Iran
Q1,1378,2045182794498728129,16,4.304752170441733,Hormuz strait Iran
Q1,2057,2048407131825783067,17,4.134181450740516,Hormuz strait Iran
Q1,1294,2045130184559333635,18,4.131798234803426,Hormuz strait Iran
Q1,1326,2045145356141506704,19,4.0603971309272096,Hormuz strait Iran
Q1,971,2042427545522749578,20,3.9737765156571925,Hormuz strait Iran
Q1,1050,2043230105628295174,21,3.9737765156571925,Hormuz strait Iran
Q1,1351,2045160693846978996,22,3.9737765156571925,Hormuz strait Iran
Q1,1380,2045183560009605255,23,3.9737765156571925,Hormuz strait Iran
Q1,469,2036027055003881722,24,3.9607154026205063,Hormuz strait Iran
Q1,1320,2045141270931136914,25,3.9505588854865303,Hormuz strait Iran
Q1,964,2042343832587530364,26,3.8286834563584007,Hormuz strait Iran
Q1,1262,2045023484120617094,27,3.8286834563584007,Hormuz strait Iran
Q1,1333,2045147505495568581,28,3.8286834563584007,Hormuz strait Iran
Q1,1515,2046605252250767422,29,3.802610873423019,Hormuz strait Iran
Q1,1314,2045135674244735060,30,3.7007934629690116,Hormuz strait Iran
Q1,148,1937091808774803843,31,3.6948765724858115,Hormuz strait Iran
Q1,1350,2045160176341410027,32,3.6948765724858115,Hormuz strait Iran
Q1,1353,2045162376631320705,33,3.6940102630842535,Hormuz strait Iran
Q1,1298,2045131607586025513,34,3.632237968410404,Hormuz strait Iran
Q1,1344,2045154367410413800,35,3.574264380112562,Hormuz strait Iran
Q1,1287,2045128179199643970,36,3.570993986978548,Hormuz strait Iran
Q1,1289,2045128836933673314,37,3.570993986978548,Hormuz strait Iran
Q1,1341,2045151978179764506,38,3.570993986978548,Hormuz strait Iran
Q1,1492,2046561418204598664,39,3.570993986978548,Hormuz strait Iran
Q1,2202,2048863550471540843,40,3.5256421651515324,Hormuz strait Iran
Q1,2174,2048830495220264989,41,3.5226743073158815,Hormuz strait Iran
Q1,1727,2047109318873399388,42,3.5214149101667473,Hormuz strait Iran
Q1,459,2035736886304723059,43,3.488364498243083,Hormuz strait Iran
Q1,1295,2045130530488713492,44,3.488364498243083,Hormuz strait Iran
Q1,1299,2045131644584005644,45,3.488364498243083,Hormuz strait Iran
Q1,1343,2045153535508025790,46,3.4558950269487,Hormuz strait Iran
Q1,2247,2048868063194526127,47,3.4558950269487,Hormuz strait Iran
Q1,1347,2045158565447434702,48,3.4476970260173974,Hormuz strait Iran
Q1,1882,2047769366650052800,49,3.403388580180811,Hormuz strait Iran
Q1,2235,2048867269246431579,50,3.402208419457491,Hormuz strait Iran
Q1,1038,2043157123522244731,51,3.3486156240709715,Hormuz strait Iran
Q1,1042,2043168734316273888,52,3.3486156240709715,Hormuz strait Iran
Q1,1055,2043249111991034293,53,3.3486156240709715,Hormuz strait Iran
Q1,1323,2045143289196925422,54,3.3486156240709715,Hormuz strait Iran
Q1,1329,2045145752536535241,55,3.3486156240709715,Hormuz strait Iran
Q1,1414,2045632787168821742,56,3.3235319811373176,Hormuz strait Iran
Q1,391,2033152984365027591,57,3.3027025723642187,Hormuz strait Iran
Q1,1272,2045122588888683007,58,3.2976467417832147,Hormuz strait Iran
Q1,1349,2045159014053388430,59,3.2976467417832147,Hormuz strait Iran
Q1,247,2024453604128522410,60,3.293275511553375,Hormuz strait Iran
Q1,1625,2046880915184615757,61,3.2901915160904345,Hormuz strait Iran
Q1,1881,2047764663035986009,62,3.2901915160904345,Hormuz strait Iran
Q1,1088,2043408594071146508,63,3.2714293686253972,Hormuz strait Iran
Q1,1283,2045127570564243877,64,3.264279648756387,Hormuz strait Iran
Q1,185,1963237063429337106,65,3.248334321658497,Hormuz strait Iran
Q1,845,2041785127701807519,66,3.248334321658497,Hormuz strait Iran
Q1,961,2042335225028686131,67,3.248334321658497,Hormuz strait Iran
Q1,1274,2045123028720201844,68,3.248334321658497,Hormuz strait Iran
Q1,1300,2045132211179999466,69,3.248334321658497,Hormuz strait Iran
Q1,1359,2045174625894551737,70,3.248334321658497,Hormuz strait Iran
Q1,1345,2045155262114259192,71,3.246187735471822,Hormuz strait Iran
Q1,105,1924347769172496806,72,3.2320961675482733,Hormuz strait Iran
Q1,1077,2043351138955596003,73,3.200593661214856,Hormuz strait Iran
Q1,2146,2048748443687141599,74,3.185002226367235,Hormuz strait Iran
Q1,151,1937280338733982195,75,3.182722183147317,Hormuz strait Iran
Q1,1342,2045152846224527367,76,3.154346013123196,Hormuz strait Iran
